"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";"Estoque (720x | O máximo em arco e flecha.)";"Estoque (Depósito)";SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo Modelo Fabricante)";Sexo;"Faixa etária";Custo
flechas-skylon-performa-id-3-2;"Flechas Performa ID 3.2- Skylon";"Flechas > Tubos (shafts), Marcas > Skylon";Spine;1000;;;;;1,416.00;;0.20;5.00;5.00;90.00;3;ND;;;SIM;NÃO;;"flechas, shaft, tubo de flecha";;;Skylon;SIM;;Unissex;;
flechas-skylon-performa-id-3-2;;;Spine;900;;;;;1,416.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-performa-id-3-2;;;Spine;850;;;;;1,416.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-performa-id-3-2;;;Spine;800;;;;;1,416.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-performa-id-3-2;;;Spine;750;;;;;1,416.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-performa-id-3-2;;;Spine;700;;;;;1,416.00;;0.20;5.00;5.00;90.00;2;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-performa-id-3-2;;;Spine;650;;;;;1,416.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-performa-id-3-2;;;Spine;600;;;;;1,416.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-performa-id-3-2;;;Spine;550;;;;;1,416.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-performa-id-3-2;;;Spine;500;;;;;1,416.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-performa-id-3-2;;;Spine;450;;;;;1,416.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-performa-id-3-2;;;Spine;400;;;;;1,416.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-precium-id-3-2;"Flechas Precium ID 3.2 - Skylon";"Flechas > Tubos (shafts), Marcas > Skylon";Spine;1000;;;;;1,587.00;;0.20;5.00;5.00;90.00;0;ND;;;SIM;NÃO;;"flechas, shaft, tubo de flecha";;;Skylon;SIM;;Unissex;;
flechas-skylon-precium-id-3-2;;;Spine;900;;;;;1,587.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-precium-id-3-2;;;Spine;850;;;;;1,587.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-precium-id-3-2;;;Spine;800;;;;;1,587.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-precium-id-3-2;;;Spine;750;;;;;1,587.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-precium-id-3-2;;;Spine;700;;;;;1,587.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-precium-id-3-2;;;Spine;650;;;;;1,587.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-precium-id-3-2;;;Spine;600;;;;;1,587.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-precium-id-3-2;;;Spine;550;;;;;1,587.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-precium-id-3-2;;;Spine;500;;;;;1,587.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-precium-id-3-2;;;Spine;450;;;;;1,587.00;;0.20;5.00;5.00;90.00;1;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-precium-id-3-2;;;Spine;400;;;;;1,587.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-precium-id-3-2;;;Spine;350;;;;;1,587.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-paragon-id-3-2;"Flechas Paragon ID 3.2- Skylon";"Flechas > Tubos (shafts), Marcas > Skylon";Spine;1000;;;;;2,150.00;;0.20;5.00;5.00;90.00;0;ND;;;SIM;NÃO;;"flechas, shaft, tubo de flecha";;;Skylon;SIM;;Unissex;;
flechas-skylon-paragon-id-3-2;;;Spine;900;;;;;2,150.00;;0.20;5.00;5.00;90.00;3;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-paragon-id-3-2;;;Spine;850;;;;;2,150.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-paragon-id-3-2;;;Spine;800;;;;;2,150.00;;0.20;5.00;5.00;90.00;2;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-paragon-id-3-2;;;Spine;750;;;;;2,150.00;;0.20;5.00;5.00;90.00;2;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-paragon-id-3-2;;;Spine;700;;;;;2,150.00;;0.20;5.00;5.00;90.00;6;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-paragon-id-3-2;;;Spine;650;;;;;2,150.00;;0.20;5.00;5.00;90.00;1;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-paragon-id-3-2;;;Spine;600;;;;;2,150.00;;0.20;5.00;5.00;90.00;2;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-paragon-id-3-2;;;Spine;550;;;;;2,150.00;;0.20;5.00;5.00;90.00;2;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-paragon-id-3-2;;;Spine;500;;;;;2,150.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-paragon-id-3-2;;;Spine;450;;;;;2,150.00;;0.20;5.00;5.00;90.00;5;ND;;;;;;;;;;;;Unissex;;
flechas-skylon-paragon-id-3-2;;;Spine;400;;;;;2,150.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;;
flecha-skylon-preminens-id-3-2;"Flechas Preminens ID 3.2- Skylon";"Flechas > Tubos (shafts), Marcas > Skylon";Spine;650;;;;;2,800.00;;0.20;5.00;5.00;90.00;2;ND;;;SIM;NÃO;;"flechas, shaft, tubo de flecha";;;Skylon;SIM;;Unissex;Adulto;
flecha-skylon-preminens-id-3-2;;;Spine;600;;;;;2,800.00;;0.20;5.00;5.00;90.00;3;ND;;;;;;;;;;;;Unissex;Adulto;
flecha-skylon-preminens-id-3-2;;;Spine;550;;;;;2,800.00;;0.20;5.00;5.00;90.00;3;ND;;;;;;;;;;;;Unissex;Adulto;
flecha-skylon-preminens-id-3-2;;;Spine;500;;;;;2,800.00;;0.20;5.00;5.00;90.00;1;ND;;;;;;;;;;;;Unissex;Adulto;
flecha-skylon-preminens-id-3-2;;;Spine;450;;;;;2,800.00;;0.20;5.00;5.00;90.00;3;ND;;;;;;;;;;;;Unissex;Adulto;
flecha-skylon-preminens-id-3-2;;;Spine;400;;;;;2,800.00;;0.20;5.00;5.00;90.00;0;ND;;;;;;;;;;;;Unissex;Adulto;
flecha-skylon-preminens-id-3-2;;;Spine;350;;;;;2,800.00;;0.20;5.00;5.00;90.00;5;ND;;;;;;;;;;;;Unissex;Adulto;
kit-arco-recurvo-escola-de-madeira-jandao-infantil;"Kit Arco Recurvo Escola de Madeira Jandao (Infantil)";"Arcos > Arcos iniciantes > Kits";Orientação;"Destro (RH)";Tamanho;"54""";Potência;12#;650.00;;1.33;7.00;15.00;65.00;2;ND;;;SIM;NÃO;;"Arco Recurvo, infantil, iniciante, kit iniciante";;;Jandao;SIM;;;;
kit-arco-recurvo-escola-de-madeira-jandao-infantil;;;Orientação;"Destro (RH)";Tamanho;"54""";Potência;14#;650.00;;1.33;7.00;15.00;65.00;3;ND;;;;;;;;;;;;Unissex;;
kit-arco-recurvo-escola-de-madeira-jandao-infantil;;;Orientação;"Destro (RH)";Tamanho;"54""";Potência;16#;650.00;;1.33;7.00;15.00;65.00;4;ND;;;;;;;;;;;;Unissex;;
kit-arco-recurvo-escola-de-madeira-jandao-infantil;;;Orientação;"Destro (RH)";Tamanho;"54""";Potência;18#;650.00;;1.33;7.00;15.00;65.00;1;ND;;;;;;;;;;;;Unissex;;
kit-arco-recurvo-escola-de-madeira-jandao-infantil;;;Orientação;"Destro (RH)";Tamanho;"54""";Potência;20#;650.00;;1.33;7.00;15.00;65.00;1;ND;;;;;;;;;;;;Unissex;;
arco-recurvo-escola-madeira-jandao;"Arco Recurvo Escola (Madeira) - Jandao";"Arcos > Arcos iniciantes > Kits";Orientação;"Destro (RH)";"Tamanho/ Potência";"66""14#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;SIM;NÃO;;"Arco Recurvo, kit iniciante, madeira";;;Jandao;SIM;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"66""16#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"66""18#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"66""20#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"66""22#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"66""24#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"66""26#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"68""16#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"68""18#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"68""20#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"68""22#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"68""24#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"68""26#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"68""28#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"68""30#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"70""18#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;0.00
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"70""20#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"70""22#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"70""24#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"70""26#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"70""28#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"70""30#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Destro (RH)";"Tamanho/ Potência";"70""32#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;0.00
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"66""14#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"66""16#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"66""18#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"66""20#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"66""22#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"66""24#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"66""26#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"68""16#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"68""18#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"68""20#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"68""22#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"68""24#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"68""26#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"68""28#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"68""30#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"70""18#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;0.00
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"70""20#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"70""22#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"70""24#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"70""26#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"70""28#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"70""30#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;
arco-recurvo-escola-madeira-jandao;;;Orientação;"Canhoto (LH)";"Tamanho/ Potência";"70""32#";;;970.00;;1.33;7.00;15.00;65.00;;ND;;;;;;;;;;;;;;0.00
spider-vanes-invictus-2-1-8-composto;"Pena Spider Vanes Invictus 2-1/8"" (Composto)";"Flechas > Componentes de flechas > Penas, Marcas > Spider Vanes";Orientação;"Destro (RH)";Cor;Ciano;;;130.00;;0.03;2.00;12.00;19.00;4;ND;;;SIM;NÃO;;"penas, vanes";;;;SIM;;Unissex;Adulto;
spider-vanes-invictus-2-1-8-composto;;;Orientação;"Destro (RH)";Cor;"Azul/ Branco";;;130.00;;0.03;2.00;12.00;19.00;5;ND;;;;;;;;;;;;Unissex;Adulto;
spider-vanes-invictus-2-1-8-composto;;;Orientação;"Destro (RH)";Cor;"Vermelho/ Branco";;;130.00;;0.03;2.00;12.00;19.00;5;ND;;;;;;;;;;;;Unissex;Adulto;
spider-vanes-invictus-2-1-8-composto;;;Orientação;"Destro (RH)";Cor;"Preto/ Branco";;;130.00;;0.03;2.00;12.00;19.00;5;ND;;;;;;;;;;;;Unissex;Adulto;
spider-vanes-invictus-2-1-8-composto;;;Orientação;"Destro (RH)";Cor;"Dourado/ Branco";;;130.00;;0.03;2.00;12.00;19.00;6;ND;;;;;;;;;;;;Unissex;Adulto;
spider-vanes-invictus-2-1-8-composto;;;Orientação;"Destro (RH)";Cor;Preto/Preto;;;130.00;;0.03;2.00;12.00;19.00;11;ND;;;;;;;;;;;;Unissex;Adulto;
spider-vanes-invictus-2-1-8-composto;;;Orientação;"Canhoto (LH)";Cor;Ciano;;;130.00;;0.03;2.00;12.00;19.00;2;ND;;;;;;;;;;;;Unissex;Adulto;
spider-vanes-invictus-2-1-8-composto;;;Orientação;"Canhoto (LH)";Cor;"Azul/ Branco";;;130.00;;0.03;2.00;12.00;19.00;1;ND;;;;;;;;;;;;Unissex;Adulto;
spider-vanes-invictus-2-1-8-composto;;;Orientação;"Canhoto (LH)";Cor;"Vermelho/ Branco";;;130.00;;0.03;2.00;12.00;19.00;2;ND;;;;;;;;;;;;Unissex;Adulto;
spider-vanes-invictus-2-1-8-composto;;;Orientação;"Canhoto (LH)";Cor;"Preto/ Branco";;;130.00;;0.03;2.00;12.00;19.00;1;ND;;;;;;;;;;;;Unissex;Adulto;
spider-vanes-invictus-2-1-8-composto;;;Orientação;"Canhoto (LH)";Cor;"Dourado/ Branco";;;130.00;;0.03;2.00;12.00;19.00;1;ND;;;;;;;;;;;;Unissex;Adulto;
spider-vanes-invictus-2-1-8-composto;;;Orientação;"Canhoto (LH)";Cor;Preto/Preto;;;130.00;;0.03;2.00;12.00;19.00;2;ND;;;;;;;;;;;;Unissex;Adulto;
modelo-702-15-ultra-soft-spider-vanes;"Pena Modelo 702, 1,5"" - Ultra-Soft - Spider Vanes";"Flechas > Componentes de flechas > Penas";Orientação;"Destro (RH)";;;;;145.00;;0.03;2.00;12.00;19.00;10;ND;;;SIM;NÃO;;"penas, vanes";;;;SIM;;Unissex;;
modelo-702-15-ultra-soft-spider-vanes;;;Orientação;"Canhoto (LH)";;;;;145.00;;0.03;2.00;12.00;19.00;1;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-ultra-white-recurvo;"Pena Spider Vanes 1.8"" Ultra White (Recurvo)";"Flechas > Componentes de flechas > Penas, Marcas > Spider Vanes";Orientação;"Destro (RH)";;;;;130.00;;0.03;2.00;12.00;19.00;13;ND;;;SIM;NÃO;;"penas, vanes";;"A Spider Vanes têm se destacado desde que foram lançadas, e aqui está uma versão melhorada. Elas são mais moles e leves, proporcionando uma trajetória mais plana e menos chance de ser afetado pelo vento.  Desenhada para maior precisão e durabilidade Seu design somado ao material mais leve, resultado em maior vel";"Spider Vanes";SIM;;Unissex;Adulto;
spider-vanes-1-8-ultra-white-recurvo;;;Orientação;"Canhoto (LH)";;;;;130.00;;0.03;2.00;12.00;19.00;3;ND;;;;;;;;;;;;Unissex;Adulto;
spider-vanes-1-8-recurvo;"Pena Spider Vanes 1.8"" (Recurvo)";"Flechas > Componentes de flechas > Penas";Orientação;"Destro (RH)";Cor;Ciano;;;140.00;;0.03;2.00;12.00;19.00;13;ND;;;SIM;NÃO;;"penas, vanes";;;;SIM;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Destro (RH)";Cor;Azul;;;140.00;;0.03;2.00;12.00;19.00;9;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Destro (RH)";Cor;Verde;;;140.00;;0.03;2.00;12.00;19.00;12;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Destro (RH)";Cor;Pink;;;140.00;;0.03;2.00;12.00;19.00;5;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Destro (RH)";Cor;Vermelho;;;140.00;;0.03;2.00;12.00;19.00;8;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Destro (RH)";Cor;Roxo;;;140.00;;0.03;2.00;12.00;19.00;6;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Destro (RH)";Cor;Prata;;;140.00;;0.03;2.00;12.00;19.00;7;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Destro (RH)";Cor;Dourado;;;140.00;;0.03;2.00;12.00;19.00;4;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Canhoto (LH)";Cor;Ciano;;;140.00;;0.03;2.00;12.00;19.00;3;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Canhoto (LH)";Cor;Azul;;;140.00;;0.03;2.00;12.00;19.00;3;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Canhoto (LH)";Cor;Verde;;;140.00;;0.03;2.00;12.00;19.00;3;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Canhoto (LH)";Cor;Pink;;;140.00;;0.03;2.00;12.00;19.00;2;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Canhoto (LH)";Cor;Vermelho;;;140.00;;0.03;2.00;12.00;19.00;3;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Canhoto (LH)";Cor;Roxo;;;140.00;;0.03;2.00;12.00;19.00;1;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Canhoto (LH)";Cor;Prata;;;140.00;;0.03;2.00;12.00;19.00;3;ND;;;;;;;;;;;;Unissex;;
spider-vanes-1-8-recurvo;;;Orientação;"Canhoto (LH)";Cor;Dourado;;;140.00;;0.03;2.00;12.00;19.00;3;ND;;;;;;;;;;;;Unissex;;
puxador-de-flecha-cilindrico-avalon;"Puxador de Flecha Cilíndrico Avalon";"Ferramentas e acessórios > Acessórios do arqueiro > Puxador de flecha, Marcas > Avalon";Cor;Preto;;;;;52.00;;0.10;5.00;21.00;13.00;40;ND;;;SIM;NÃO;;"puxador de flecha";"Puxador de Flecha Cilíndrico Avalon";"Dimensões: 8,5cm C x 4cm L Material: Borracha  Cordão elástico incluso Serve para todos os diâmetros de flechas Formato anatômico para uma boa aderência";Avalon;SIM;;Unissex;Adulto;
puxador-de-flecha-cilindrico-avalon;;;Cor;Azul;;;;;52.00;;0.10;5.00;21.00;13.00;9;ND;;;;;;;;;;;;Unissex;Adulto;
puxador-de-flecha-cilindrico-avalon;;;Cor;Vermelho;;;;;52.00;;0.10;5.00;21.00;13.00;8;ND;;;;;;;;;;;;Unissex;Adulto;
puxador-de-flecha-cilindrico-avalon;;;Cor;Laranja;;;;;52.00;;0.10;5.00;21.00;13.00;27;ND;;;;;;;;;;;;Unissex;Adulto;
puxador-de-flecha-cilindrico-avalon;;;Cor;Rosa;;;;;52.00;;0.10;5.00;21.00;13.00;17;ND;;;;;;;;;;;;Unissex;Adulto;
puxador-de-flecha-cilindrico-avalon;;;Cor;Verde;;;;;52.00;;0.10;5.00;21.00;13.00;22;ND;;;;;;;;;;;;Unissex;Adulto;
scope-avalon-tec-one-recurvo;"Scope Avalon Tec One (Recurvo)";"Partes de arco > Arco recurvo > Pin de mira e scope, Marcas > Avalon";Cor;Preto;"Tamanho/ Cor";".019/ Verde";Orientação;"Destro (RH)";197.00;;0.04;3.00;7.00;13.00;4;ND;;;SIM;NÃO;;"Arco Recurvo, pin de mira, scope housing";;;;SIM;;Unissex;;
scope-avalon-tec-one-recurvo;;;Cor;Preto;"Tamanho/ Cor";".019/ Verde";Orientação;"Canhoto (LH)";197.00;;0.04;3.00;7.00;13.00;0;ND;;;;;;;;;;;;;;
scope-avalon-tec-one-recurvo;;;Cor;Preto;"Tamanho/ Cor";".019/ Vermelho";Orientação;"Destro (RH)";197.00;;0.04;3.00;7.00;13.00;6;ND;;;;;;;;;;;;Unissex;;
scope-avalon-tec-one-recurvo;;;Cor;Preto;"Tamanho/ Cor";".019/ Vermelho";Orientação;"Canhoto (LH)";197.00;;0.04;3.00;7.00;13.00;0;ND;;;;;;;;;;;;;;
scope-avalon-tec-one-recurvo;;;Cor;Preto;"Tamanho/ Cor";".029/ Verde";Orientação;"Destro (RH)";197.00;;0.04;3.00;7.00;13.00;4;ND;;;;;;;;;;;;Unissex;;
scope-avalon-tec-one-recurvo;;;Cor;Preto;"Tamanho/ Cor";".029/ Verde";Orientação;"Canhoto (LH)";197.00;;0.04;3.00;7.00;13.00;0;ND;;;;;;;;;;;;Unissex;;
scope-avalon-tec-one-recurvo;;;Cor;Preto;"Tamanho/ Cor";".029/ Vermelho";Orientação;"Destro (RH)";197.00;;0.04;3.00;7.00;13.00;6;ND;;;;;;;;;;;;Unissex;;
scope-avalon-tec-one-recurvo;;;Cor;Preto;"Tamanho/ Cor";".029/ Vermelho";Orientação;"Canhoto (LH)";197.00;;0.04;3.00;7.00;13.00;0;ND;;;;;;;;;;;;Unissex;;
